Date,OpenTV,PayTV,Radio,Print,Facebook,Google,Email,Sales
05/30/21,0,16677.10789,0,1164.358039,0,0,582.1825654,77156.3
05/23/21,15476.37129,11484.21997,7855.985497,2010.631305,0,6102.639384,2613.370487,88884.1
05/16/21,16364.60875,0,6421.189002,0,0,0,2209.41349,77052.6
05/09/21,0,0,0,1887.83627,0,0,943.922958,74055.4
05/02/21,0,0,0,1282.629351,0,0,494.8177039,78544
04/25/21,0,0,0,2007.339684,0,0,1003.669842,108952.2
04/18/21,0,13247.7026,9897.128235,0,4173.917215,7127.131408,4283.52,138549.2
04/11/21,14865.70462,0,0,0,0,8520.496768,1830.864119,138670.8
04/04/21,0,16677.10789,10839.38641,0,4164.390309,6391.030591,3365.503286,135432.1
03/28/21,15168.61005,0,8822.850446,2505.880692,0,9438.045438,5345.957802,149580.5
03/21/21,0,0,0,1669.733555,0,0,638.8793243,95742.3
03/14/21,0,0,6950.878411,1652.984214,0,6287.798943,4383.311693,129533.9
03/07/21,0,0,7855.985497,2010.631305,0,6102.639384,1472.433004,92318.6
02/28/21,0,11484.21997,7430.871738,2940.832964,0,0,3485.438674,128860.5
02/21/21,15476.37129,13228.70309,0,2726.284817,4798.159501,8142.709867,1122.975551,142594.8
02/14/21,16364.60875,0,10125.7237,0,0,9401.227475,5658.230414,139772.7
02/07/21,0,0,7444.538388,0,0,6067.148986,2686.527754,103229.5
01/31/21,15476.37129,0,7253.389124,2940.832964,0,0,2617.615821,99924.2
01/24/21,0,11484.21997,0,2726.284817,3853.011002,8142.709867,721.6060053,78854.8
01/17/21,0,13228.70309,0,0,3392.961893,9401.227475,987.6134821,84474
01/10/21,0,0,0,1311.634663,0,6067.148986,558.8220688,71046.1
01/03/21,0,0,0,997.9487307,0,0,498.9743654,78498.8
12/27/20,16668.5383998,10832.7387408,6108.72547371,2849.32349934,3745.89659142,7556.41815309,1135.25573724,200703.78
12/20/20,15076.4444221,10386.4922381,7322.96587018,2833.88238541,0,6996.32037614,1416.94119229,150491.367
12/13/20,10591.4418544,0,0,0,5737.39104136,5878.82083888,0,11833.712
12/06/20,0,10968.0741156,5898.07976772,1405.92691428,0,4963.9283778,2410.68320808,134260.56
11/29/20,9022.1,0,7322.96587018,2079.88097436,0,5343.57771354,4437.14497566,90951.815
11/22/20,0,0,0,1435.9708573,3793.1214524,0,549.436218898,73738.378
11/15/20,10618.35,0,6047.26421757,1438.09626618,3745.89659142,5470.38508041,3813.48117291,95294.493
11/08/20,0,9647.4562707,0,0,0,0,1222.11939332,75794.438
11/01/20,0,0,0,936.391693,0,0,468.198352282,70951.806
10/25/20,13333.1612064,0,0,0,0,0,835.738614396,76132.98
10/18/20,0,10576.3571829,6381.33403041,1543.61833326,3283.71400467,4901.66943345,2124.34057323,79698.249
10/11/20,12698.248768,0,6351.7290312,2015.104,0,6950.6299816,4156.7886056,87232.88
10/04/20,0,0,0,1138.257208,0,0,680.55586352,76241.36
09/27/20,0,9298.753032,6039.8239328,0,0,0,1738.8072896,113897.92
09/20/20,11730.3842832,0,0,2204.4489984,3305.54278296,6715.96767336,1601.94192048,117178.952
09/13/20,0,10520.2937161,7300.41487476,0,0,5328.38551389,2890.66197576,116403.599
09/06/20,13013.9101548,9961.258976,0,1790.10683266,3616.6971988,6567.32169718,895.05341592,113515.306
08/30/20,12318.5383998,10832.7387408,0,2849.32349934,3745.89659142,7556.41815309,1135.25573724,127623.78
08/23/20,15076.4444221,10386.4922381,0,2833.88238541,0,6996.32037614,1416.94119229,108991.367
08/16/20,9869.2980916,0,0,0,2886.20528854,5477.99214532,0,73346.868
08/09/20,0,0,6178.94070904,1472.87581496,0,5200.3059196,2525.47764656,96653.92
08/02/20,0,0,6235.65321381,1916.7429978,0,0,3821.96780532,96539.121
07/26/20,0,11452.4453384,0,1022.5740844,0,0,1007.84789072,85763.92
07/19/20,11180.8667763,0,0,0,0,6116.56132761,1111.6791216,91485.774
07/12/20,9757.640224,0,0,0,0,5660.0993088,731.20584648,92564.96
07/05/20,0,0,6894.53687842,0,2932.0832217,0,2087.5599107,84123.738
06/28/20,0,9596.4219548,0,1140.6855272,2932.0832217,0,605.661872518,85339.778
06/21/20,12071.7123525,0,0,2175.83491965,3197.99913166,6825.7802529,1158.76942752,106154.51
06/14/20,0,0,6894.53687842,1524.25278818,2917.94722798,5351.39148124,3545.18561616,96479.788
06/07/20,0,0,6515.90737624,1576.02492234,0,5301.14767372,3344.20223156,91002.792
05/31/20,0,13841.9995487,0,966.41717237,0,0,483.211529282,64039.729
05/24/20,12381.097032,9187.375976,6284.7883976,1608.505044,0,4882.1115072,2090.6963896,71107.28
05/17/20,13909.9174375,0,5458.0106517,0,0,0,1878.0014665,65494.71
05/10/20,0,0,0,1548.0257414,0,0,774.01682556,60725.428
05/03/20,0,0,0,1128.71382888,0,0,435.439579432,69118.72
04/26/20,0,0,0,1666.09193772,0,0,833.04596886,90430.326
04/19/20,0,10995.593158,8214.61643505,0,3464.35128845,5915.51906864,3555.3216,114995.836
04/12/20,12189.8777884,0,0,0,0,6986.80734976,1501.30857758,113710.056
04/05/20,0,14008.7706276,9105.0845844,0,3498.08785956,5368.46569644,2827.02276024,113762.964
03/29/20,14106.8073465,0,8205.25091478,2330.46904356,0,8777.38225734,4971.74075586,139109.865
03/22/20,0,0,0,1419.27352175,0,0,543.047425655,81380.955
03/15/20,0,0,6603.33449045,1570.3350033,0,5973.40899585,4164.14610835,123057.205
03/08/20,0,0,6677.58767245,1709.03660925,0,5187.2434764,1251.5680534,78470.81
03/01/20,0,9761.5869745,6316.2409773,2499.7080194,0,0,2962.6228729,109531.425
02/23/20,14393.0252997,12302.6938737,0,2535.44487981,4462.28833593,7572.72017631,1044.36726243,132613.164
02/16/20,14891.7939625,0,9214.408567,0,0,8555.11700225,5148.98967674,127193.157
02/09/20,0,0,6327.8576298,0,0,5157.0766381,2283.5485909,87745.075
02/02/20,13154.9155965,0,6165.3807554,2499.7080194,0,0,2224.97344785,84935.57
01/26/20,0,10795.1667718,0,2562.70772798,3621.83034188,7654.14727498,678.309644982,74123.512
01/19/20,0,11376.6846574,0,0,2917.94722798,8085.0556285,849.347594606,72647.64
01/12/20,0,0,0,1219.82023659,0,5642.44855698,519.704523984,66072.873
01/05/20,0,0,0,918.112832244,0,0,459.056416168,72218.896
12/29/19,15668.426095812,10182.774416352,5742.2019452874,2678.3640893796,3521.1427959348,7103.0330639046,1067.1403930056,188661.5532
12/22/19,14021.093312553,9659.437781433,6810.3582592674,2635.5106184313,0,6506.5779498102,1317.7553088297,139956.97131
12/15/19,9214.554413328,0,0,0,4991.5302059832,5114.5741298256,0,10295.32944
12/08/19,0,9432.543739416,5072.3486002392,1209.0971462808,0,4268.978404908,2073.1875589488,115464.0816
12/01/19,7668.785,0,6224.520989653,1767.898828206,0,4542.041056509,3771.573229311,77309.04275
11/24/19,0,0,0,1278.014062997,3375.878092636,0,488.99823481922,65627.15642
11/17/19,9556.515,0,5442.537795813,1294.286639562,3371.306932278,4923.346572369,3432.133055619,85765.0437
11/10/19,0,8586.236080923,0,0,0,0,1087.6862600548,67457.04982
11/03/19,0,0,0,805.29685598,0,0,402.65058296252,61018.55316
10/27/19,12666.50314608,0,0,0,0,0,793.9516836762,72326.331
10/20/19,0,9201.430749123,5551.7606064567,1342.9479499362,2856.8311840629,4264.4524071015,1848.1762987101,69337.47663
10/13/19,10920.49394048,0,5462.486966832,1732.98944,0,5977.541784176,3574.838200816,75020.2768
10/06/19,0,0,0,1024.4314872,0,0,612.500277168,68617.224
09/29/19,0,8182.90266816,5315.045060864,0,0,0,1530.150414848,100230.1696
09/22/19,11143.86506904,0,0,2094.22654848,3140.265643812,6380.169289692,1521.844824456,111320.0044
09/15/19,0,9363.061407329,6497.3692385364,0,0,4742.2631073621,2572.6891584264,103599.20311
09/08/19,11061.82363158,8467.0701296,0,1521.590807761,3074.19261898,5582.223442603,760.795403532,96488.0101
09/01/19,10963.499175822,9641.137479312,0,2535.8979144126,3333.8479663638,6725.2121562501,1010.3776061436,113585.1642
08/25/19,13267.271091448,9140.113169528,0,2493.8164991608,0,6156.7619310032,1246.9082492152,95912.40296
08/18/19,9079.754244272,0,0,0,2655.3088654568,5039.7527736944,0,67479.11856
08/11/19,0,0,5869.993673588,1399.232024212,0,4940.29062362,2399.203764232,91821.224
08/04/19,0,0,5799.1574888433,1782.570987954,0,0,3554.4300589476,89781.38253
07/28/19,0,10078.151897792,0,899.865194272,0,0,886.9061438336,75472.2496
07/21/19,9503.736759855,0,0,0,0,5199.0771284685,944.92725336,77762.9079
07/14/19,8391.57059264,0,0,0,0,4867.685405568,628.8370279728,79605.8656
07/07/19,0,0,6342.9739281464,0,2697.516563964,0,1920.555117844,77393.83896
06/30/19,0,8348.887100676,0,992.396408664,2550.912402879,0,526.92582909066,74245.60686
06/23/19,10381.67262315,0,0,1871.218030899,2750.2792532276,5870.171017494,996.5417076672,91292.8786
06/16/19,0,0,6067.1924530096,1341.3424535984,2567.7935606224,4709.2245034912,3119.7633422208,84902.21344
06/09/19,0,0,5538.521269804,1339.621183989,0,4505.975522662,2842.571896826,77352.3732
06/02/19,0,11765.699616395,0,821.4545965145,0,0,410.7297998897,54433.76965
05/26/19,11142.9873288,8268.6383784,5656.30955784,1447.6545396,0,4393.90035648,1881.62675064,63996.552
05/19/19,13075.32239125,0,5130.530012598,0,0,0,1765.32137851,61565.0274
05/12/19,0,0,0,1439.663939502,0,0,719.8356477708,56474.64804
05/05/19,0,0,0,1027.1295842808,0,0,396.25001728312,62898.0352
04/28/19,0,0,0,1432.8390664392,0,0,716.4195332196,77770.08036
04/21/19,0,9456.21011588,7064.570134143,0,2979.342108067,5087.3463990304,3057.576576,98896.41896
04/14/19,11458.485121096,0,0,0,0,6567.5989087744,1411.2300629252,106887.45264
04/07/19,0,12747.981271116,8285.626971804,0,3183.2599521996,4885.3037837604,2572.5907118184,103524.29724
03/31/19,13260.39890571,0,7712.9358598932,2190.6409009464,0,8250.7393218996,4673.4363105084,80763.2731
03/24/19,0,0,0,1263.1534343575,0,0,483.31220883295,72429.04995
03/17/19,0,0,5876.9676965005,1397.598152937,0,5316.3340063065,3706.0900364315,99520.91245
03/10/19,0,0,6076.6047819295,1555.2233144175,0,4720.391563524,1138.926928594,71408.4371
03/03/19,0,8785.42827705,5684.61687957,2249.73721746,0,0,2666.36058561,98578.2825
02/24/19,13529.443781718,11564.532241278,0,2383.3181870214,4194.5510357742,7118.3569657314,981.7052266842,124656.37416
02/17/19,12658.024868125,0,7832.24728195,0,0,7271.8494519125,4376.641225229,108114.18345
02/10/19,0,0,5631.793290522,0,0,4589.798207909,2032.358245901,78093.11675
02/03/19,11181.678257025,0,5240.57364209,2124.75181649,0,0,1891.2274306725,72195.2345
01/27/19,0,9283.843423748,0,2203.9286460628,3114.7740940168,6582.5666564828,583.34629468452,63746.22032
01/20/19,0,10352.783038234,0,0,2655.3319774618,7357.400621935,772.90631109146,66109.3524
01/13/19,0,0,0,1110.0364152969,0,5134.6281868518,472.93111682544,60126.31443
01/06/19,0,0,0,780.3959074074,0,0,390.1979537428,61386.0616
12/30/18,14728.3205300633,9571.80795137088,5397.66982857016,2517.66224401682,3309.87422817871,6676.85108007033,1003.11196942526,177341.860008
12/23/18,12198.3511819211,8403.71086984671,5925.01168556264,2292.89423803523,0,5660.72281633487,1146.44711868184,121762.5650397
12/16/18,7832.3712513288,0,0,0,4242.80067508572,4347.38801035176,0,8751.030024
12/09/18,0,8394.96392808024,4514.39025421289,1076.09646018991,0,3799.39078036812,1845.13692746443,102763.032624
12/02/18,6671.84295,0,5415.33326099811,1538.07198053922,0,3951.57571916283,3281.26870950057,67258.8671925
11/25/18,0,0,0,1111.87223480739,2937.01394059332,0,425.428464292721,57095.6260854
11/18/18,8696.42865,0,4952.70939418983,1177.80084200142,3067.88930837298,4480.24538085579,3123.24108061329,78046.189767
11/11/18,0,7470.02539040301,0,0,0,0,946.287046247676,58687.6333434
11/04/18,0,0,0,708.6612332624,0,0,354.332513007018,53696.3267808
10/28/18,11019.8577370896,0,0,0,0,0,690.737964798294,62923.90797
10/21/18,0,8281.2876742107,4996.58454581103,1208.65315494258,2571.14806565661,3838.00716639135,1663.35866883909,62403.728967
10/14/18,9391.6247888128,0,4697.73879147552,1490.3709184,0,5140.68593439136,3074.36085270176,64517.438048
10/07/18,0,0,0,942.476968224,0,0,563.50025499456,63127.84608
09/30/18,0,7200.9543479808,4677.23965356032,0,0,0,1346.53236506624,88202.549248
09/23/18,9695.1626100648,0,0,1821.9770971776,2732.03111011644,5550.74728203204,1324.00499727672,96848.403828
09/16/18,0,8707.64710881597,6042.55339183885,0,0,4410.30468984675,2392.60091733655,96347.2588923
09/09/18,10508.732450001,8043.71662312,0,1445.51126737295,2920.482988031,5303.11227047285,722.7556333554,91663.609595
09/02/18,10086.4192417562,8869.84648096704,0,2333.02608125959,3067.1401290547,6187.19518375009,929.547397652112,104498.351064
08/26/18,11675.1985604742,8043.29958918464,0,2194.5585192615,0,5417.95049928282,1097.27925930938,84402.9146048
08/19/18,7990.18373495936,0,0,0,2336.67180160198,4434.98244085107,0,59381.6243328
08/12/18,0,0,5165.59443275744,1231.32418130656,0,4347.4557487856,2111.29931252416,80802.67712
08/05/18,0,0,5509.19961440114,1693.4424385563,0,0,3376.70855600022,85292.3134035
07/29/18,0,9372.68126494656,0,836.87463067296,0,0,824.822713765248,70189.192128
07/22/18,8648.40045146805,0,0,0,0,4731.16018690634,859.8838005576,70764.246189
07/15/18,7132.835003744,0,0,0,0,4137.5325947328,534.51147377688,67664.98576
07/08/18,0,0,5391.52783892444,0,2292.8890793694,0,1632.4718501674,65784.763116
07/01/18,0,7597.48726161516,0,903.08073188424,2321.33028661989,0,479.502504472501,67563.5022426
06/24/18,9135.871908372,0,0,1646.67186719112,2420.24574284029,5165.75049539472,876.956702747136,80337.733168
06/17/18,0,0,5642.48898129893,1247.44848184651,2388.04801137883,4379.57878824682,2901.37990826534,78959.0584992
06/10/18,0,0,5261.5952063138,1272.64012478955,0,4280.6767465289,2700.4433019847,73484.75454
06/03/18,0,10706.7866509195,0,747.523682828195,0,0,373.764117899627,49534.7303815
05/27/18,10251.548342496,7607.147308128,5203.8047932128,1331.842176432,0,4042.3883279616,1731.0966105888,58876.82784
05/20/18,11637.0369282125,0,4566.17171121222,0,0,0,1571.1360268739,54792.874386
05/13/18,0,0,0,1252.50762736674,0,0,626.257013560596,49132.9437948
05/06/18,0,0,0,903.874034167104,0,0,348.700015209146,55350.270976
04/29/18,0,0,0,1303.88355045967,0,0,651.941775229836,70770.7731276
04/22/18,0,8510.589104292,6358.1131207287,0,2681.4078972603,4578.61175912736,2751.8189184,89006.777064
04/15/18,10198.0517577754,0,0,0,0,5845.16302880922,1255.99475600343,95129.8328496
04/08/18,0,11983.102394849,7788.48935349576,0,2992.26435506762,4592.18555673478,2418.2352691093,97312.8394056
04/01/18,11801.7550260819,0,6864.51291530495,1949.6704018423,0,7343.15799649064,4159.35831635248,116379.313059
03/25/18,0,0,0,1136.83809092175,0,0,434.980987949655,65186.144955
03/18/18,10759.3211379062,10870.6603068013,5583.11931167548,1327.71824529015,0,5050.51730599118,3520.78553460992,104044.8668275
03/11/18,0,0,5712.00849501373,1461.90991555245,0,4437.16806971256,1070.59131287836,67123.930874
03/04/18,0,7731.176883804,5002.4628540216,1979.7687513648,0,0,2346.3973153368,86748.8886
02/25/18,12717.6771548149,10870.6603068013,0,2240.31909580012,3942.87797362775,6691.25554778752,922.802913083148,117176.9917104
02/18/18,10759.3211379062,0,6657.4101896575,0,0,6181.07203412562,3720.14504144465,91897.0559325
02/11/18,0,0,4843.34222984892,0,0,3947.22645880174,1747.82809147486,67160.080405
02/04/18,10063.5104313225,0,4716.516277881,1912.276634841,0,0,1702.10468760525,64975.71105
01/28/18,0,8355.4590813732,0,1983.53578145652,2803.29668461512,5924.30999083452,525.011665216068,57371.598288
01/21/18,0,9731.61605593996,0,0,2496.01205881409,6915.9565846189,726.531932425972,62142.791256
01/14/18,0,0,0,987.932409614241,0,4569.8190862981,420.908693974642,53512.4198427
01/07/18,0,0,0,702.35631666666,0,0,351.17815836852,55247.45544
